BursatilIndex,Sampling Method,Indicator,Execution,Ind_Value
dowjones,nsgaii,HV,11,1.1076283138104361
dowjones,nsgaii,HV,12,1.1077158741113289
dowjones,nsgaii,HV,13,1.1076839265772986
dowjones,nsgaii,HV,14,1.1077030933321197
dowjones,nsgaii,HV,15,1.1076605443368854
dowjones,nsgaii,HV,16,1.1076869343330482
dowjones,nsgaii,HV,17,1.1076909449963526
dowjones,nsgaii,HV,18,1.107667222374245
dowjones,nsgaii,HV,19,1.1076680610079854
dowjones,sms,HV,0,1.1077874523944715
dowjones,sms,HV,1,1.107819905370358
dowjones,sms,HV,2,1.1077616634483887
dowjones,sms,HV,3,1.1078467447368294
dowjones,sms,HV,4,1.107886951859962
dowjones,sms,HV,5,1.1062067447678083
dowjones,sms,HV,6,1.107842819345038
dowjones,sms,HV,7,1.107858627585355
dowjones,sms,HV,8,1.1078740383146564
dowjones,sms,HV,9,1.1077674535233926
dowjones,sms,HV,10,1.1078133598267959
dowjones,sms,HV,11,1.107667342973992
dowjones,sms,HV,12,1.1077951878464078
dowjones,sms,HV,13,1.107811908666669
dowjones,sms,HV,14,1.1078866437608559
dowjones,sms,HV,15,1.107840614092011
dowjones,sms,HV,16,1.1078686899077468
dowjones,sms,HV,17,1.1077713598009362
dowjones,sms,HV,18,1.1078745209750178
dowjones,sms,HV,19,1.1078500735559653
dowjones,mkds,HV,0,1.1073967271332394
dowjones,mkds,HV,1,1.1073967271332394
dowjones,mkds,HV,2,1.1073967271332394
dowjones,mkds,HV,3,1.1073967271332394
dowjones,mkds,HV,4,1.1073967271332394
dowjones,mkds,HV,5,1.1073967271332394
dowjones,mkds,HV,6,1.1073967271332394
dowjones,mkds,HV,7,1.1073967271332394
dowjones,mkds,HV,8,1.1073967271332394
dowjones,mkds,HV,9,1.1073967271332394
dowjones,mkds,HV,10,1.1073967271332394
dowjones,mkds,HV,11,1.1073967271332394
dowjones,mkds,HV,12,1.1073967271332394
dowjones,mkds,HV,13,1.1073967271332394
dowjones,mkds,HV,14,1.1073967271332394
dowjones,mkds,HV,15,1.1073967271332394
dowjones,mkds,HV,16,1.1073967271332394
dowjones,mkds,HV,17,1.1073967271332394
dowjones,mkds,HV,18,1.1073967271332394
dowjones,mkds,HV,19,1.1073967271332394
